#version 1.0
#Date 11-13-2017
1-Oct	mitochondrial intermediate peptidase
SYW	Tryptophanyl-tRNA synthetase
SYWC	Cytoplasmic tryptophanyl-tRNA synthetase
SYY	Tyrosyl-tRNA synthetase
SYYC	Tyrosyl-tRNA synthetase, cytoplasmic
Sac1	Phosphatidylinositide phosphatase SAC1
Sap30bp	SAP30-binding protein
Saraf	Store-operated calcium entry-associated regulatory factor
Sarnp	SAP domain-containing ribonucleoprotein
Sart1	U4/U6.U5 tri-snRNP-associated protein 1
Sccpdh	Saccharopine dehydrogenase-like oxidoreductase
Scp2	Non-specific lipid-transfer protein
Scyl1	N-terminal kinase-like protein
Sdh2	Succinate dehydrogenase [ubiquinone] iron-sulfur protein, mitochondrial precursor
SdhC	electron carrier
Sdr16c6	Short-chain dehydrogenase/reductase family 16C member 6
Sdsl	Serine dehydratase-like
Sec11c	Signal peptidase complex catalytic subunit SEC11C
Sec14l2	SEC14-like protein 2
Sel1l2	Protein sel-1 2
Senp1	Sentrin-specific protease 1
Sep3	Septin 3
Sept2	Septin-2
SerRS	seryl-tRNA synthetase
Sergef	Secretion-regulating guanine nucleotide exchange factor
Set	Protein SET
Setd4	SET domain-containing protein 4
Setd6	N-lysine methyltransferase SETD6
Sf3a1	Splicing factor 3A subunit 1
Sf3a2	Splicing factor 3A subunit 2
Sf3b6	Splicing factor 3B subunit 6
Sfl1	transcription factor
Sft2d1_0	Vesicle transport protein SFT2A
Sft2d1_1	Vesicle transport protein SFT2A
Sgd1p	ARM repeat-containing protein
Sgms2	Phosphatidylcholine:ceramide cholinephosphotransferase 2
Sgtb	Small glutamine-rich tetratricopeptide repeat-containing protein beta
Sh3bgr	SH3 domain-binding glutamic acid-rich protein
Shfet3a	ferroxidase
Shfet3b	Fet3 ferroxidase protein
Shfm1	26S proteasome complex subunit DSS1
Shlcc1	laccase
Shlcc2	laccase
Shlcc4	laccase
Shlcc5	laccase
Shlcc6	laccase T2 copper depleted
Shlcc7	laccase T2 copper depleted
Shlcc8	laccase
Shlcc9	laccase
Shlcc10	laccase
Shlcc11	laccase 6
Shlcc12	laccase
Shlcc13	Cu-oxidase-domain-containing protein
Shlcc14	laccase subfamily 2
Shlcc15	Cu-oxidase-domain-containing protein
Shllc3	laccase protein
Shmco2	multi-copper oxidase
Shmco3	L-ascorbate oxidase
Short-MNP2	manganese peroxidase
Sid2	Ferrichrome siderophore peptide synthetase
Sin3b	Paired amphipathic helix protein Sin3b
Sir2	NAD-dependent histone deacetylase SIR2
Sirt2	NAD-dependent protein deacetylase sirtuin-2
Skb1	Skb1 methyltransferase
Skn7	Skn7 response regulator receiver protein
Skt5p	HCP-like protein
SlCDF-A	CDF transporter
SlCDF-B	CDF transporter
SlCDF-C	CDF transporter
SlCDF-D	CDF transporter
SlCDF-E	CDF transporter
SlNramp-A	Nramp transporter
SlNramp-B	Nramp transporter
SlZIP-A	ZIP transporter
SlZIP-B	ZIP transporter
SlZIP-C	ZIP transporter
SlZIP-D	ZIP transporter
SlZnT1	CDF transporter
SlZnT2	CDF transporter
Slc2a1_0	Solute carrier family 2, facilitated glucose transporter member 1
Slc2a1_1	Solute carrier family 2, facilitated glucose transporter member 1
Slc7a6	Y+L amino acid transporter 2
Slc7a9	b(0,+)-type amino acid transporter 1
Slc16a12	Monocarboxylate transporter 12
Slc25a20	Mitochondrial carnitine/acylcarnitine carrier protein
Slc25a29	Mitochondrial basic amino acids transporter
Slc25a32	Mitochondrial folate transporter/carrier
Slc28a1	Sodium/nucleoside cotransporter 1
Slc28a3	Solute carrier family 28 member 3
Slc29a1	Equilibrative nucleoside transporter 1
Slc30a4	Zinc transporter 4
Slc30a5	Zinc transporter 5
Slc35a3	UDP-N-acetylglucosamine transporter
Slc35c1_0	GDP-fucose transporter 1
Slc35c1_1	GDP-fucose transporter 1
Slc35f2	Solute carrier family 35 member F2
Slc39a7	Zinc transporter SLC39A7
Slc41a1	Solute carrier family 41 member 1
Slfet3	Fet3 ferroxidase
Sllcc1	laccase
Sllcc2	multicopper oxidase
Sllcc3	laccase
Sllcc4	laccase
Slmco1	laccase-like protein
Slphb1.1	mating type pheromone
Slphb2.1	mating type pheromone
Slphb3.1	mating type pheromone
Slphb3.2	mating type pheromone
Slrcb6	fungal pheromone STE3 GPCR
Sm1	small protein 1
SmF	Small nuclear ribonucleoprotein F
Smarcad1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1
Smarcd1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1
Smarcd3	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3
Smc5	Structural maintenance of chromosomes protein 5
Smek2	Serine/threonine-protein phosphatase 4 regulatory subunit 3B
Smg9	Protein SMG9
Smok3a	Sperm motility kinase 3
Smpd1	Sphingomyelin phosphodiesterase
Smt1-1	Cycloartenol-C-24-methyltransferase 1
SmtA1	mating type gene, HMG domain transcription factor
Smta1	mating type gene, alpha domain transcription factor
Smu1	Ste20-like protein kinase
Smyd4	SET and MYND domain-containing protein 4
Snai2	Zinc finger protein SNAI2
Snap	Soluble NSF attachment protein
Snapc1	snRNA-activating protein complex subunit 1
Snapc3	snRNA-activating protein complex subunit 3
Snapc4	snRNA-activating protein complex subunit 4
Snf8	Vacuolar-sorting protein SNF8
Snip1	Smad nuclear interacting protein 1
Snrnp27	U4/U6.U5 small nuclear ribonucleoprotein
Snrnp35	U11/U12 small nuclear ribonucleoprotein
Snrnp40	U5 small nuclear ribonucleoprotein
Snrnp200	U5 small nuclear ribonucleoprotein helicase
Snrpb2	U2 small nuclear ribonucleoprotein B''
Snrpg	Small nuclear ribonucleoprotein G
Snx14	Sorting nexin-14
Sod2	Superoxide dismutase [Mn], mitochondrial
Sord	Sorbitol dehydrogenase
Spata5	Spermatogenesis-associated protein 5
Spo11	Meiotic recombination protein SPO11
Spt5	Transcription elongation factor SPT5
Sptlc2_0	Serine palmitoyltransferase 2
Sptlc2_1	Serine palmitoyltransferase 2
Sql2	guanyl nucleotide exchange factor Sql2
Sqle	Squalene monooxygenase
Sqrdl	Sulfide:quinone oxidoreductase, mitochondrial
Sras	CAAX prenyl protease 2
Srp02	SRP receptor beta subunit
Srp54	Signal recognition particle protein
Srp68	Signal recognition particle subunit SRP68
Srpr	Signal recognition particle receptor subunit alpha
Srprb	Signal recognition particle receptor subunit beta
SrrA	response regulator
Srrd	SRR1-like protein
Srsf4	Serine/arginine-rich splicing factor 4
Ssk1	Ssk1 response regulator receiver protein
StEcp6	carbohydrate-binding module family 50 protein
Stag3	Cohesin subunit SA-3
Stat2	Signal transducer and activator of transcription 2
Ste2	pheremone receptor
Ste11p	Pkinase-domain-containing protein
Ste20p	Pkinase-domain-containing protein
Stk32a	Serine/threonine-protein kinase 32A
Stk32a_0	Serine/threonine-protein kinase 32A
Stk32a_1	Serine/threonine-protein kinase 32A
Stk32a_2	Serine/threonine-protein kinase 32A
Stoml2	Stomatin-like protein 2, mitochondrial
Stx6	Syntaxin-6
Stx16	Syntaxin-16
Stx18	Syntaxin-18
Su(var)205	Heterochromatin protein 1
Sub1	Activated RNA polymerase II transcriptional coactivator p15
Sugct	Succinate--hydroxymethylglutarate CoA-transferase
Sumf1	Sulfatase-modifying factor 1
Sun5	SUN domain-containing protein 5
Surf1	Surfeit locus protein 1
Swi5	DNA repair protein SWI5
Synj1	Synaptojanin-1
Sys1	Protein SYS1
Syvn1	E3 ubiquitin-protein ligase synoviolin
Szrd1	SUZ domain-containing protein 1
T	tyrosinase
T2AG	Transcription initiation factor IIA subunit 2
T2EA	Transcription initiation factor IIE subunit alpha
T2EB	Transcription initiation factor IIE subunit beta
T2FB	General transcription factor IIF subunit 2
T111	Putative transcription initiation factor TFIID 111 kDa subunit
T167A	transmembrane protein 167A
TAC1	glycoside hydrolase family 18 protein
TAC2	glycoside hydrolase family 18 protein
TAC3	glycoside hydrolase family 18 protein
TAC4	glycoside hydrolase family 18 protein
TAC5	glycoside hydrolase family 18 protein
TAC6	glycoside hydrolase family 18 protein
TAC7	glycoside hydrolase family 18 protein
TAC8	glycoside hydrolase family 18 protein
TAC9	glycoside hydrolase family 18 protein
TAD1	tRNA-specific adenosine deaminase 1
TAD2	tRNA(adenine34) deaminase
TAD3	tRNA-specific adenosine deaminase subunit TAD3
TAE1	Alpha N-terminal protein methyltransferase 1
TAF1	Transcription initiation factor TFIID subunit 1
TAF2	Transcription initiation factor TFIID subunit 2
TAF3	transcription initiation factor TFIID subunit 3
TAF4	transcription initiation factor TFIID subunit 4
TAF5	Transcription initiation factor TFIID subunit 5
TAF6	Transcription initiation factor TFIID subunit 6
TAF7	transcription initiation factor TFIID subunit 7
TAF8	transcription initiation factor TFIID subunit 8
TAF9	Transcription initiation factor TFIID subunit 9
TAF9B	Transcription initiation factor TFIID subunit 9B
TAF10	Transcription initiation factor TFIID subunit 10
TAF11	transcription initiation factor TFIID subunit 11
TAF12	Transcription initiation factor TFIID subunit 12
TAF14	Transcription initiation factor TFIID subunit 14
TAF14_0	Transcription initiation factor TFIID subunit 14
TAF14_1	Transcription initiation factor TFIID subunit 14
TAF15	TATA-binding protein-associated factor 2N
TAF47	TBP-complexed protein (TAF 2)
TAF67	TFIID subunit (TBP-associated factor)
TAF122	TFIID subunit (TBP-associated factor)
TAFV2101	transcription initiation factor TFIID, subunit TAF5
TAFV2401	transcription initiation factor TFIID, subunit TAF5
TAH1	tpr-containing protein associated with Hsp90
TAH13	NADPH-ferrihemoprotein reductase
TAH18	NAPDH-dependent diflavin reductase
TAL1	sedoheptulose-7-phosphate:D-glyceraldehyde-3- phosphate transaldolase
TAL1-1	Transaldolase
TAL1-2	Transaldolase
TAM41	Mitochondrial translocator assembly and maintenance protein 41
TAN	tannase precursor
TAN1	tRNA acetyltransferase TAN1
TANGO2	Transport and Golgi organization protein 2
TANGO6	Transport and Golgi organization protein 6
TAO3	Cell morphogenesis protein PAG1
TAP42	Type 2A phosphatase-associated protein 42
TAT1	amino acid transporter TAT1
TAT2	aromatic amino acid transmembrane transporter TAT2
TATD1	Putative deoxyribonuclease TATDN1
TAX4	Phosphatidylinositol 4,5-bisphosphate levels regulator protein
TAZ	Tafazzin
TAZ1	Lyso-phosphatidylcholine acyltransferase
TB22A	TBC1 domain family member 22A
TBA	Tubulin alpha chain
TBB	Tubulin beta chain
TBB1	Tubulin beta-1 chain
TBC1D13	TBC1 domain family member 13
TBC1D15	TBC1 domain family member 15
TBC13	TBC1 domain family member 13
TBCC	Tubulin-specific chaperone C
TBCD_0	Tubulin-specific chaperone D
TBCD_1	Tubulin-specific chaperone D
TBCE	Tubulin-specific chaperone E
TBCK	TBC domain-containing protein kinase-like protein
TBF1	TTAGGG repeat binding factor
TBG	Tubulin gamma chain
TBL13_0	Protein trichome birefringence-like 13
TBL13_1	Protein trichome birefringence-like 13
TBP	TATA-box-binding protein
TBP1	TATA-binding protein
TBRG1_0	Transforming growth factor beta regulator 1
TBRG1_1	Transforming growth factor beta regulator 1
TBRG1_2	Transforming growth factor beta regulator 1
TCA17	TRAPII complex subunit
TCB1	tricalbin
TCB1_0	Transposable element Tcb1 transposase
TCB1_1	Transposable element Tcb1 transposase
TCB1_2	Transposable element Tcb1 transposase
TCB1_3	Transposable element Tcb1 transposase
TCB1_4	Transposable element Tcb1 transposase
TCB2	Tricalbin-2
TCB3	tricalbin-3
TCC1	Transcription factor
TCD1	tRNA threonylcarbamoyladenosine dehydratase 1
TCD2	tRNA threonylcarbamoyladenosine dehydratase
TCD4	Fe(II)-dependent sulfonate/alpha-ketoglutarate dioxygenase-like protein
TCD5.1	taurine catabolism dioxygenase
TCD5.2	taurine catabolism dioxygenase
TCEB3C	RNA polymerase II transcription factor SIII subunit A3
TCF25	Transcription factor 25
TCHQD	Glutathione S-transferase TCHQD
TCM10	ATPase synthase
TCM62	trichodermin resistance
TCO1	HAMP TYPE histidine kinase
TCO3	Fph type histidine kinase
TCO5	BaeS type histidine kinase
TCO7	Fph type histidine kinase
TCO89	target of rapamycin complex 1 subunit TCO89
TCP1	Alpha subunit of chaperonin-containing T-complex
TCP1-eta	T-complex protein 1
TCP11L1	T-complex protein 11-like protein 1
TCPA	T-complex protein 1 subunit alpha
TCPB	T-complex protein 1 subunit beta
TCPD	T-complex protein 1 subunit delta
TCPE	T-complex protein 1 subunit epsilon
TCPG	T-complex protein 1 subunit gamma
TCPH	T-complex protein 1 subunit eta
TCPQ	T-complex protein 1 subunit theta
TCRP	4-hydroxyphenylpyruvate dioxygenase
TCT1	Translationally controlled tumor protein homolog (TCTP)
TDA1	protein kinase TDA1
TDA9	zinc finger protein YML081W
TDA10	Putative ATP-dependent kinase
TDG	G/T mismatch-specific thymine DNA glycosylase
TDH1	Glyceraldehyde-3-phosphate dehydrogenase
TDH2	glyceraldehyde 3-phosphate dehydrogenase
TDH3	Glyceraldehyde-3-phosphate dehydrogenase, isozyme 3
TDH4	Glyceraldehyde-3-phosphate dehydrogenase
TDP1	tyrosyl-DNA phosphodiesterase 1
TEA1	Ty enhancer activator
TEC1	Transcription factor
TED1	Protein TED1
TEF	Elongation factor 1-alpha
TEF1	translation elongation factor EF-1 alpha
TEF2	Translational elongation factor EF-1 alpha
TEF3	translational elongation factor EF-1 alpha
TEF4	elongation factor EF-1 gamma subunit
TEF-3	Elongation factor 1-alpha
TEL1	Serine/threonine-protein kinase TEL1
TEL2	telomere binding protein
TEM1	Ras family GTPase TEM1
TEN1	Telomeric pathways with STn1
TENA2	Bifunctional TENA2 protein
TEP1	Protein involved in sporulation
TERA	Transitional endoplasmic reticulum ATPase TER94
TES1	acyl-CoA thioesterase
TESB	Acyl-CoA thioesterase 2
TEX10	Testis-expressed sequence 10 protein
TF2AA	Transcription initiation factor IIA subunit 1
TF2B	Transcription initiation factor IIB
TF2H3	General transcription factor IIH subunit 3
TF2H4	General transcription factor IIH subunit 4
TF3B	Transcription factor IIIB 90 kDa subunit
TFA1	transcription factor TFIIE subunit TFA1
TFA2	transcription factor TFIIE subunit
TFAM	Transcription factor A, mitochondrial
TFB1	RNA polymerase II transcription factor B subunit 1
TFB2	RNA polymerase II transcription factor B 52 kDa subunit
TFB3	TFIIH/NER complex subunit
TFB4	RNA polymerase II transcription factor B subunit 4
TFB5	TFIIH complex subunit TFB5
TFB6	TFIIH complex subunit TFB6
TFC1	tau 95 subunit of transcription factor TFIIIC
TFC3	RNA polymerase III transcription initiation factor complex subunit
TFC4	transcription factor TFIIIC subunit TFC4
TFC6	transcription factor TFIIIC subunit TFC6
TFC7_0	Transcription factor tau subunit
TFC7_1	Transcription factor tau subunit
TFC8	tau 60 subunit of transcription factor TFIIIC
TFCC	Tubulin-folding cofactor C
TFDP1	Transcription factor dpl-1
TFDP2	Transcription factor Dp-2
TFE3	Transcription factor E3
TFG1	transcription factor IIF subunit TFG1
TFG2	transcription initiation factor TFIIF middle subunit
TFH47	TFIIH basal transcription factor complex p47 subunit
TFIID	transcription initiation factor
TFP1	Vacuolar H+-ATPase V1 sector, subunit A
TFP3	vacuolar ATPase V0 domain subunit C
TFS1	carboxypeptidase Y inhibitor
TFS2	Transcription elongation factor S-II
TGFB1I1	Transforming growth factor beta-1-induced transcript 1 protein
TGH	triacylglycerol hydrolase
TGL1	cholesterol esterase
TGL1-1	Steryl ester hydrolase
TGL1-2	Steryl ester hydrolase
TGL2	lipase 2
TGL2_0	Lipase 2
TGL2_1	Lipase 2
TGL3	triacylglycerol lipase
TGL4	Lipase 4
TGL5	Lipase 5
TGS1	Trimethylguanosine synthase
TGT	queuine tRNA-ribosyltransferase
TH1	beta ketoadipyl CoA thiolase, TH1
TH2	beta ketoadipyl CoA thiolase, TH2
TH3	beta ketoadipyl CoA thiolase
THG1	tRNA-His guanylyltransferase
THI	protein disulfide isomerase
THI1	triosephosphate isomerase
THI1-2	Thiamine thiazole synthase 2, chloroplastic
THI2	triosephosphate isomerase
THI3	branched-chain-2-oxoacid decarboxylase THI3
THI4	thiamine metabolism-related protein
THI5	4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase
THI6	thiamine biosynthetic bifunctional enzyme
THI7	thiamine transporter THI7
THI11	4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase
THI12	4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase
THI13	4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase
THI20	trifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase/thiaminase
THI21	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
THI72	thiamine transporter
THI73	thiamine pathway transporter THI73
THI75	thiamine transporter
THI80	thiamine pyrophosphokinase
THIA	Acetyl-CoA acetyltransferase IA
THIK2	3-ketoacyl-CoA thiolase 2, peroxisomal
THIK-1	3-ketoacyl-CoA thiolase
THIK-2	3-ketoacyl-CoA thiolase
THIK-4	3-ketoacyl-CoA thiolase
THIK-5	3-ketoacyl-CoA-thiolase, peroxisomal
THIKB	3-ketoacyl-CoA thiolase B, peroxisomal
THIO	Thioredoxin
THIO_0	Thioredoxin
THIO_1	Thioredoxin
THO1	suppressor of the transcriptional defect of hpr1 by overexpression
THO2	THO complex subunit 2
THO3	THO complex subunit 3
THOC1	THO complex subunit 1
THOC3	THO complex subunit 3
THOC5	THO complex subunit 5
THP1	TREX-2 complex component
THP3	PCI super family
THR1	Trihydroxynaphthalene reductase
THR4	threonine synthase
THS1	threonyl-tRNA synthetase
THT5	thiosulfate sulfurtransferase
THUMPD3	THUMP domain-containing protein 3
TIA1	Nucleolysin TIA-1 isoform
TIAL1_0	Nucleolysin TIAR
TIAL1_1	Nucleolysin TIAR
TIC32	Short-chain dehydrogenase TIC 32, chloroplastic
TIF	translation initiation factor eIF4A
TIF1	translation initiation factor eIF4A
TIF1_0	ATP-dependent RNA helicase eIF4A
TIF1_1	ATP-dependent RNA helicase eIF4A
TIF2	translation initiation factor eIF4A subunit
TIF3	Eukaryotic translation initiation factor 4B
TIF4A-3	Eukaryotic initiation factor 4A-3
TIF5	eukaryotic translation initiation factor 5
TIF11	Translation initiation factor 1A
TIF32	eukaryotic translation initiation factor 3 subunit A
TIF34	translation initiation factor eIF3 subunit
TIF35	translation initiation factor eIF3 subunit g
TIF45	eukaryotic translation initiation factor 4E
TIF100	Putative eukaryotic translation initiation factor 3 subunit D
TIF4631	mRNA cap binding protein eIF-4F
TIF4632	translation initiation factor eIF4G
TIGD6_0	Tigger transposable element-derived protein 6
TIGD6_1	Tigger transposable element-derived protein 6
TIM1	triosephosphate isomerase
TIM8	Mitochondrial import inner membrane translocase subunit TIM8
TIM9	protein transporter TIM9
TIM9_0	Mitochondrial import inner membrane translocase subunit TIM9
TIM9_1	Mitochondrial import inner membrane translocase subunit TIM9
TIM10	protein transporter TIM10
TIM11	F1F0 ATP synthase subunit e, mitochondrial
TIM12	TIM22 complex subunit
TIM13	protein translocase subunit
TIM14-1	Mitochondrial import inner membrane translocase subunit TIM14-1
TIM17	translocase of the inner membrane
TIM18	succinate dehydrogenase [ubiquinone] cytochrome b small subunit
TIM21	mitochondrial import inner membrane translocase subunit TIM21
TIM22	Mitochondrial import inner membrane translocase subunit TIM22
TIM23	Mitochondrial import inner membrane translocase subunit TIM23
TIM44	protein translocase subunit
TIM50	mitochondrial inner membrane protein required for protein import
TIM54	mitochondrial import inner membrane translocase subunit TIM54
